key,target_spk,interferer_spk,num_chunks,mean_local_target_interferer_si_sdr_gap,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_si_sdr_confirmed_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_si_sdr_confirmed_drift_rate,any_two_verifier_content_mismatch,any_two_verifier_si_sdr_confirmed_drift,any_tri_verifier_content_mismatch,any_tri_verifier_si_sdr_confirmed_drift,two_verifier_content_mismatch_ge20pct,two_verifier_si_sdr_confirmed_drift_ge20pct,tri_verifier_content_mismatch_ge20pct,tri_verifier_si_sdr_confirmed_drift_ge20pct
1089-134691-0002_8455-210777-0005__T2__NBASIC__8455,8455,1089,10,27.566607279300126,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0006_4446-2275-0012__T1__NBASIC__1089,1089,4446,10,39.155621860312294,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0006_4446-2275-0012__T2__NBASIC__4446,4446,1089,10,35.06064828803873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0013_4992-23283-0007__T1__NBASIC__1089,1089,4992,7,33.87153633399744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0013_4992-23283-0007__T2__NBASIC__4992,4992,1089,7,38.81106388411751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0014_237-134500-0012__T1__NBASIC__1089,1089,237,8,36.94244609372891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0014_237-134500-0012__T2__NBASIC__237,237,1089,8,43.01262791843426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0015_3575-170457-0015__T1__NBASIC__1089,1089,3575,4,31.74795176782893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0015_3575-170457-0015__T2__NBASIC__3575,3575,1089,4,37.27845067249616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0020_7021-85628-0000__T1__NBASIC__1089,1089,7021,5,16.997488036900613,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,1,1,1,1,1
1089-134691-0020_7021-85628-0000__T2__NBASIC__7021,7021,1089,5,48.44741565165652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0023_1580-141083-0000__T1__NBASIC__1089,1089,1580,14,37.734070952753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0023_1580-141083-0000__T2__NBASIC__1580,1580,1089,14,30.26126018631043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0025_4970-29095-0012__T1__NBASIC__1089,1089,4970,8,38.33333685432897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1089-134691-0025_4970-29095-0012__T2__NBASIC__4970,4970,1089,8,39.82170843029172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0001_1995-1826-0012__T1__NBASIC__1188,1188,1995,10,44.48635855530157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0001_1995-1826-0012__T2__NBASIC__1995,1995,1188,10,43.91719321683967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0004_672-122797-0017__T1__NBASIC__1188,1188,672,8,38.627528842377785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0004_672-122797-0017__T2__NBASIC__672,672,1188,8,-15.340331103533133,1.0,0.75,0.75,0.75,0.625,0.625,0.625,0.625,1,1,1,1,1,1,1,1
1188-133604-0005_4446-2271-0003__T1__NBASIC__1188,1188,4446,6,41.485972021073565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0005_4446-2271-0003__T2__NBASIC__4446,4446,1188,6,26.08732931763483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
