chunks_1s,chunks_2s,ecapa_mismatch_rate_1s,ecapa_mismatch_rate_2s,interferer_spk,key,local_sisdr_gap_mean_1s,local_sisdr_gap_mean_2s,mv_mismatch_rate_1s,mv_mismatch_rate_2s,mv_true_swap_rate_1s,mv_true_swap_rate_2s,target_spk,utterance_si_sdr_gap,utterance_si_sdr_interferer,utterance_si_sdr_target,verifier_instability_rate_1s,verifier_instability_rate_2s
9,4,0.0,0.0,1580,260-123288-0017_1580-141084-0049,33.407359066145105,33.015634332604144,0.0,0.0,0.0,0.0,260,32.129412164452546,-20.69983952230249,11.42957264215006,0.0,0.0
9,4,0.0,0.0,260,260-123288-0017_1580-141084-0049,32.60148413608125,34.2501164876075,0.0,0.0,0.0,0.0,1580,33.63614930524997,-22.89565883766256,10.740490467587414,0.0,0.0
8,4,0.0,0.0,3575,3729-6852-0028_3575-170457-0055,33.483068386218314,34.53262359170341,0.0,0.0,0.0,0.0,3729,33.224353675180105,-22.205029973618746,11.019323701561358,0.125,0.0
8,4,0.0,0.0,3729,3729-6852-0028_3575-170457-0055,33.08889879557347,33.04319885010892,0.0,0.0,0.0,0.0,3575,31.650482609435837,-20.1575383213393,11.492944288096538,0.125,0.0
12,5,0.0,0.0,1580,1284-1180-0010_1580-141084-0008,40.79370452620707,42.31898640916984,0.0,0.0,0.0,0.0,1284,38.090347149037235,-25.197502434681795,12.89284471435544,0.08333333333333333,0.0
12,5,0.0,0.0,1284,1284-1180-0010_1580-141084-0008,39.87010747521624,40.725125442316546,0.0,0.0,0.0,0.0,1580,40.06111408315225,-25.96231087868023,14.09880320447202,0.0,0.0
11,5,0.5454545454545454,0.8,260,7021-79730-0008_260-123288-0027,-6.522265839655543,-6.1029348671174,0.5454545454545454,0.8,0.45454545454545453,0.8,7021,-4.953631116466573,2.1604204553750965,-2.7932106610914764,0.36363636363636365,0.2
11,5,0.0,0.0,7021,7021-79730-0008_260-123288-0027,32.7637226190783,32.11593361384429,0.0,0.0,0.0,0.0,260,30.811507387099784,-19.616369538248804,11.19513784885098,0.18181818181818182,0.0
19,9,0.0,0.0,3570,7127-75947-0039_3570-5694-0006,34.36291271136783,34.55959547394762,0.0,0.0,0.0,0.0,7127,34.7705201555779,-24.199309837133875,10.57121031844402,0.0,0.0
19,9,0.0,0.0,7127,7127-75947-0039_3570-5694-0006,35.88824428701955,35.166944605540266,0.0,0.0,0.0,0.0,3570,35.195575895233965,-22.023805872240644,13.171770022993321,0.0,0.0
11,5,0.0,0.0,2961,5105-28240-0004_2961-960-0021,26.875970887802655,22.96200193896627,0.0,0.0,0.0,0.0,5105,22.343470829603618,-13.046677218927252,9.296793610676364,0.0,0.0
11,5,0.0,0.0,5105,5105-28240-0004_2961-960-0021,46.11592871233699,46.23868759221791,0.0,0.0,0.0,0.0,2961,44.9127344728559,-29.842956557896635,15.069777914959264,0.2727272727272727,0.0
8,3,0.0,0.0,3575,672-122797-0027_3575-170457-0050,39.0717368703565,39.90931881111532,0.0,0.0,0.0,0.0,672,38.759623587041034,-23.51221515727665,15.247408429764388,0.0,0.0
8,3,0.0,0.0,672,672-122797-0027_3575-170457-0050,36.638974301870476,35.52218009056095,0.0,0.0,0.0,0.0,3575,37.199622958100505,-24.11362366368025,13.085999294420255,0.0,0.0
5,2,0.4,0.5,237,672-122797-0060_237-134500-0015,28.806243575760256,30.48674912100235,0.4,0.0,0.0,0.0,672,25.688744717578743,-16.799020377364897,8.889724340213846,0.2,0.5
