key,target_spk,interferer_spk,num_chunks,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_true_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
1089-134686-0031_1320-122612-0008__T2__SCV3FIX__VOICE-1320_CONTENT-1089-1089-134686-0031,1320,1089,12,0.8333333333333334,0.5,0.5833333333333334,0.75,0.3333333333333333,0.3333333333333333,0.25,0.25,-5.583084066607185,-0.28
1089-134686-0031_61-70968-0026__T1__SCV3FIX__VOICE-1089_CONTENT-61-61-70968-0026,1089,61,8,0.25,0.75,0.25,0.5,0.25,0.125,0.25,0.125,6.849641713970146,3.18
1089-134686-0031_61-70968-0026__T2__SCV3FIX__VOICE-61_CONTENT-1089-1089-134686-0031,61,1089,8,0.5,0.125,0.25,0.125,0.0,0.0,0.0,0.0,3.1347428795635626,-1.02
1089-134686-0032_4507-16021-0049__T1__SCV3FIX__VOICE-1089_CONTENT-4507-4507-16021-0049,1089,4507,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26607424121,15.55
1089-134686-0032_4507-16021-0049__T2__SCV3FIX__VOICE-4507_CONTENT-1089-1089-134686-0032,4507,1089,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.144750600241586,10.51
1089-134686-0032_6829-68771-0030__T1__SCV3FIX__VOICE-1089_CONTENT-6829-6829-68771-0030,1089,6829,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.87758563878914,10.05
1089-134686-0032_6829-68771-0030__T2__SCV3FIX__VOICE-6829_CONTENT-1089-1089-134686-0032,6829,1089,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-37.166668991743435,-19.98
1089-134686-0033_1320-122612-0001__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122612-0001,1089,1320,5,0.8,1.0,1.0,0.8,1.0,0.8,0.8,0.8,-4.597414532012769,-0.27
1089-134686-0033_1320-122612-0001__T2__SCV3FIX__VOICE-1320_CONTENT-1089-1089-134686-0033,1320,1089,5,1.0,1.0,0.6,1.0,0.6,0.6,0.6,0.6,-19.12205528862851,-12.62
1089-134686-0034_5639-40744-0005__T1__SCV3FIX__VOICE-1089_CONTENT-5639-5639-40744-0005,1089,5639,10,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,26.532911187140535,14.13
1089-134686-0034_5639-40744-0005__T2__SCV3FIX__VOICE-5639_CONTENT-1089-1089-134686-0034,5639,1089,10,1.0,0.7,0.9,1.0,0.6,0.6,0.6,0.6,-26.83012955931904,-25.54
1089-134686-0034_8455-210777-0067__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0067,1089,8455,6,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.399881485959824,0.72
1089-134686-0034_8463-294828-0036__T1__SCV3FIX__VOICE-1089_CONTENT-8463-8463-294828-0036,1089,8463,10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,37.485900823004144,14.9
1089-134686-0034_8463-294828-0036__T2__SCV3FIX__VOICE-8463_CONTENT-1089-1089-134686-0034,8463,1089,10,1.0,0.7,1.0,1.0,0.7,0.7,0.7,0.7,-34.17449594804822,-26.38
1089-134686-0035_2300-131720-0025__T2__SCV3FIX__VOICE-2300_CONTENT-1089-1089-134686-0035,2300,1089,5,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,18.77476381190401,5.3
1089-134686-0035_5683-32866-0010__T2__SCV3FIX__VOICE-5683_CONTENT-1089-1089-134686-0035,5683,1089,5,1.0,1.0,0.8,1.0,0.8,0.8,0.8,0.8,-33.00879041766223,-32.66
1089-134686-0036_6930-75918-0008__T1__SCV3FIX__VOICE-1089_CONTENT-6930-6930-75918-0008,1089,6930,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,35.91332850862287,9.77
1089-134686-0036_6930-75918-0008__T2__SCV3FIX__VOICE-6930_CONTENT-1089-1089-134686-0036,6930,1089,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.12024328305954,9.6
1089-134686-0037_2094-142345-0001__T1__SCV3FIX__VOICE-1089_CONTENT-2094-2094-142345-0001,1089,2094,9,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,13.065712952068852,3.08
1089-134686-0037_4446-2271-0000__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2271-0000,1089,4446,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.217418721127515,8.83
1089-134686-0037_4446-2271-0000__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134686-0037,4446,1089,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.20858024611119,11.37
1089-134691-0001_1320-122617-0013__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122617-0013,1089,1320,9,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,0.0,10.666128935861657,5.42
1089-134691-0001_1320-122617-0013__T2__SCV3FIX__VOICE-1320_CONTENT-1089-1089-134691-0001,1320,1089,9,1.0,0.8888888888888888,0.8888888888888888,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,-30.819006532212875,-23.33
1089-134691-0002_4507-16021-0036__T1__SCV3FIX__VOICE-1089_CONTENT-4507-4507-16021-0036,1089,4507,9,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,42.130348907314215,12.55
1089-134691-0002_4507-16021-0036__T2__SCV3FIX__VOICE-4507_CONTENT-1089-1089-134691-0002,4507,1089,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.085761398273625,14.44
1089-134691-0002_8455-210777-0005__T1__SCV3FIX__VOICE-1089_CONTENT-8455-8455-210777-0005,1089,8455,10,0.3,0.9,0.5,0.9,0.5,0.3,0.5,0.3,5.784467548602149,-7.18
1089-134691-0005_908-157963-0011__T1__SCV3FIX__VOICE-1089_CONTENT-908-908-157963-0011,1089,908,9,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,-2.098243039477591,-0.94
1089-134691-0005_908-157963-0011__T2__SCV3FIX__VOICE-908_CONTENT-1089-1089-134691-0005,908,1089,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.743441817871744,5.62
1089-134691-0006_4446-2275-0012__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2275-0012,1089,4446,10,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,36.30599268685547,10.86
1089-134691-0006_4446-2275-0012__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134691-0006,4446,1089,10,1.0,0.8,1.0,1.0,0.8,0.8,0.8,0.8,-36.70861585859517,-19.88
1089-134691-0006_4446-2275-0026__T1__SCV3FIX__VOICE-1089_CONTENT-4446-4446-2275-0026,1089,4446,9,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,39.59035415088625,12.44
1089-134691-0006_4446-2275-0026__T2__SCV3FIX__VOICE-4446_CONTENT-1089-1089-134691-0006,4446,1089,9,1.0,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,-40.3839131750084,-25.65
1089-134691-0012_1320-122612-0015__T1__SCV3FIX__VOICE-1089_CONTENT-1320-1320-122612-0015,1089,1320,11,1.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.8181818181818182,-17.872358485517978,-11.55
