key,target_spk,interferer_spk,mix_sisnr,est_sisnr,sisnr_i,est_path
5142-33396-0057_7729-102255-0010__T1__NBASIC__5142,5142,7729,-3.467367,9.680000,13.150000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-33396-0057_7729-102255-0010__T1__NBASIC__5142.wav
5142-33396-0057_7729-102255-0010__T2__NBASIC__7729,7729,5142,3.558191,13.520000,9.970000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-33396-0057_7729-102255-0010__T2__NBASIC__7729.wav
5142-33396-0059_237-134500-0027__T2__NBASIC__237,237,5142,1.571920,13.720000,12.140000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-33396-0059_237-134500-0027__T2__NBASIC__237.wav
5142-33396-0059_237-134500-0027__T1__NBASIC__5142,5142,237,-1.466904,11.230000,12.700000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-33396-0059_237-134500-0027__T1__NBASIC__5142.wav
5142-36377-0001_1221-135767-0007__T2__NBASIC__1221,1221,5142,0.494924,8.710000,8.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0001_1221-135767-0007__T2__NBASIC__1221.wav
5142-36377-0001_1221-135767-0007__T1__NBASIC__5142,5142,1221,-0.604215,8.130000,8.740000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0001_1221-135767-0007__T1__NBASIC__5142.wav
5142-36377-0004_61-70968-0055__T1__NBASIC__5142,5142,61,-0.018651,13.100000,13.120000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0004_61-70968-0055__T1__NBASIC__5142.wav
5142-36377-0004_61-70968-0055__T2__NBASIC__61,61,5142,-0.085039,13.270000,13.350000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0004_61-70968-0055__T2__NBASIC__61.wav
5142-36377-0005_1221-135767-0022__T2__NBASIC__1221,1221,5142,-4.688747,6.680000,11.370000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0005_1221-135767-0022__T2__NBASIC__1221.wav
5142-36377-0005_1221-135767-0022__T1__NBASIC__5142,5142,1221,4.751027,13.720000,8.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0005_1221-135767-0022__T1__NBASIC__5142.wav
5142-36377-0006_8463-294828-0010__T1__NBASIC__5142,5142,8463,6.435962,11.960000,5.520000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0006_8463-294828-0010__T1__NBASIC__5142.wav
5142-36377-0006_8463-294828-0010__T2__NBASIC__8463,8463,5142,-6.361777,5.380000,11.740000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0006_8463-294828-0010__T2__NBASIC__8463.wav
5142-36377-0010_5105-28241-0003__T2__NBASIC__5105,5105,5142,-1.793074,4.380000,6.170000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0010_5105-28241-0003__T2__NBASIC__5105.wav
5142-36377-0010_5105-28241-0003__T1__NBASIC__5142,5142,5105,1.762770,10.700000,8.940000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0010_5105-28241-0003__T1__NBASIC__5142.wav
5142-36377-0013_3729-6852-0040__T2__NBASIC__3729,3729,5142,3.529402,13.550000,10.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0013_3729-6852-0040__T2__NBASIC__3729.wav
5142-36377-0013_3729-6852-0040__T1__NBASIC__5142,5142,3729,-3.442943,4.590000,8.030000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0013_3729-6852-0040__T1__NBASIC__5142.wav
5142-36377-0018_4970-29093-0010__T2__NBASIC__4970,4970,5142,5.167573,12.330000,7.160000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0018_4970-29093-0010__T2__NBASIC__4970.wav
5142-36377-0018_4970-29093-0010__T1__NBASIC__5142,5142,4970,-4.952262,7.260000,12.220000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0018_4970-29093-0010__T1__NBASIC__5142.wav
5142-36377-0022_4992-41797-0015__T2__NBASIC__4992,4992,5142,0.251459,8.180000,7.930000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0022_4992-41797-0015__T2__NBASIC__4992.wav
5142-36377-0022_4992-41797-0015__T1__NBASIC__5142,5142,4992,-0.226239,9.560000,9.790000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0022_4992-41797-0015__T1__NBASIC__5142.wav
5142-36377-0023_1580-141084-0023__T2__NBASIC__1580,1580,5142,4.482049,11.980000,7.500000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0023_1580-141084-0023__T2__NBASIC__1580.wav
5142-36377-0023_1580-141084-0023__T1__NBASIC__5142,5142,1580,-4.153039,8.180000,12.330000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0023_1580-141084-0023__T1__NBASIC__5142.wav
5142-36377-0024_6930-81414-0026__T1__NBASIC__5142,5142,6930,-1.815900,6.220000,8.030000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0024_6930-81414-0026__T1__NBASIC__5142.wav
5142-36377-0024_6930-81414-0026__T2__NBASIC__6930,6930,5142,1.776818,7.940000,6.160000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0024_6930-81414-0026__T2__NBASIC__6930.wav
5142-36377-0025_1995-1836-0007__T2__NBASIC__1995,1995,5142,3.923024,16.310000,12.390000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0025_1995-1836-0007__T2__NBASIC__1995.wav
5142-36377-0025_1995-1836-0007__T1__NBASIC__5142,5142,1995,-3.830347,11.990000,15.820000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36377-0025_1995-1836-0007__T1__NBASIC__5142.wav
5142-36586-0003_5683-32879-0017__T1__NBASIC__5142,5142,5683,0.133445,10.070000,9.940000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36586-0003_5683-32879-0017__T1__NBASIC__5142.wav
5142-36586-0003_5683-32879-0017__T2__NBASIC__5683,5683,5142,-0.262469,10.740000,11.010000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36586-0003_5683-32879-0017__T2__NBASIC__5683.wav
5142-36586-0004_8230-279154-0040__T1__NBASIC__5142,5142,8230,-10.470265,9.780000,20.250000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36586-0004_8230-279154-0040__T1__NBASIC__5142.wav
5142-36586-0004_8230-279154-0040__T2__NBASIC__8230,8230,5142,10.710361,21.810000,11.100000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5142-36586-0004_8230-279154-0040__T2__NBASIC__8230.wav
5639-40744-0004_260-123286-0026__T2__NBASIC__260,260,5639,0.367565,11.350000,10.980000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0004_260-123286-0026__T2__NBASIC__260.wav
5639-40744-0004_260-123286-0026__T1__NBASIC__5639,5639,260,-0.429536,10.860000,11.290000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0004_260-123286-0026__T1__NBASIC__5639.wav
5639-40744-0006_672-122797-0026__T1__NBASIC__5639,5639,672,-0.095325,10.850000,10.950000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0006_672-122797-0026__T1__NBASIC__5639.wav
5639-40744-0006_672-122797-0026__T2__NBASIC__672,672,5639,0.343882,11.620000,11.280000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0006_672-122797-0026__T2__NBASIC__672.wav
5639-40744-0012_5683-32879-0021__T1__NBASIC__5639,5639,5683,6.077444,20.120000,14.050000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0012_5683-32879-0021__T1__NBASIC__5639.wav
5639-40744-0012_5683-32879-0021__T2__NBASIC__5683,5683,5639,-6.119201,13.770000,19.890000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0012_5683-32879-0021__T2__NBASIC__5683.wav
5639-40744-0013_3570-5695-0014__T2__NBASIC__3570,3570,5639,4.766944,18.260000,13.500000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0013_3570-5695-0014__T2__NBASIC__3570.wav
5639-40744-0013_3570-5695-0014__T1__NBASIC__5639,5639,3570,-4.820207,12.500000,17.320000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0013_3570-5695-0014__T1__NBASIC__5639.wav
5639-40744-0014_1995-1837-0018__T2__NBASIC__1995,1995,5639,0.251148,14.420000,14.170000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0014_1995-1837-0018__T2__NBASIC__1995.wav
5639-40744-0014_1995-1837-0018__T1__NBASIC__5639,5639,1995,-0.116309,14.810000,14.920000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0014_1995-1837-0018__T1__NBASIC__5639.wav
5639-40744-0015_5683-32866-0017__T1__NBASIC__5639,5639,5683,2.392591,16.550000,14.160000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0015_5683-32866-0017__T1__NBASIC__5639.wav
5639-40744-0015_5683-32866-0017__T2__NBASIC__5683,5683,5639,-2.488043,14.070000,16.560000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0015_5683-32866-0017__T2__NBASIC__5683.wav
5639-40744-0016_2830-3980-0006__T2__NBASIC__2830,2830,5639,-2.387244,10.090000,12.470000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0016_2830-3980-0006__T2__NBASIC__2830.wav
5639-40744-0016_2830-3980-0006__T1__NBASIC__5639,5639,2830,2.482810,12.390000,9.910000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0016_2830-3980-0006__T1__NBASIC__5639.wav
5639-40744-0020_7021-79740-0001__T1__NBASIC__5639,5639,7021,3.601024,11.810000,8.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0020_7021-79740-0001__T1__NBASIC__5639.wav
5639-40744-0020_7021-79740-0001__T2__NBASIC__7021,7021,5639,-3.304861,8.020000,11.330000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0020_7021-79740-0001__T2__NBASIC__7021.wav
5639-40744-0023_672-122797-0016__T1__NBASIC__5639,5639,672,4.646175,16.380000,11.730000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0023_672-122797-0016__T1__NBASIC__5639.wav
5639-40744-0023_672-122797-0016__T2__NBASIC__672,672,5639,-4.523645,-11.150000,-6.620000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0023_672-122797-0016__T2__NBASIC__672.wav
5639-40744-0029_1221-135766-0010__T2__NBASIC__1221,1221,5639,-0.729240,12.220000,12.950000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0029_1221-135766-0010__T2__NBASIC__1221.wav
5639-40744-0029_1221-135766-0010__T1__NBASIC__5639,5639,1221,0.676829,13.220000,12.540000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0029_1221-135766-0010__T1__NBASIC__5639.wav
5639-40744-0033_4446-2273-0035__T2__NBASIC__4446,4446,5639,5.600177,18.200000,12.600000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0033_4446-2273-0035__T2__NBASIC__4446.wav
5639-40744-0033_4446-2273-0035__T1__NBASIC__5639,5639,4446,-5.709161,12.450000,18.160000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0033_4446-2273-0035__T1__NBASIC__5639.wav
5639-40744-0034_4507-16021-0058__T2__NBASIC__4507,4507,5639,-3.274744,13.040000,16.320000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0034_4507-16021-0058__T2__NBASIC__4507.wav
5639-40744-0034_4507-16021-0058__T1__NBASIC__5639,5639,4507,3.138372,15.950000,12.820000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0034_4507-16021-0058__T1__NBASIC__5639.wav
5639-40744-0036_8224-274381-0003__T1__NBASIC__5639,5639,8224,-5.261410,8.750000,14.010000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0036_8224-274381-0003__T1__NBASIC__5639.wav
5639-40744-0036_8224-274381-0003__T2__NBASIC__8224,8224,5639,5.232434,14.200000,8.970000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0036_8224-274381-0003__T2__NBASIC__8224.wav
5639-40744-0039_6930-81414-0009__T1__NBASIC__5639,5639,6930,2.489186,13.900000,11.420000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0039_6930-81414-0009__T1__NBASIC__5639.wav
5639-40744-0039_6930-81414-0009__T2__NBASIC__6930,6930,5639,-2.551942,11.230000,13.780000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0039_6930-81414-0009__T2__NBASIC__6930.wav
5639-40744-0040_908-31957-0024__T1__NBASIC__5639,5639,908,-0.959540,11.440000,12.410000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0040_908-31957-0024__T1__NBASIC__5639.wav
5639-40744-0040_908-31957-0024__T2__NBASIC__908,908,5639,0.923764,12.610000,11.670000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5639-40744-0040_908-31957-0024__T2__NBASIC__908.wav
5683-32865-0003_2961-961-0018__T2__NBASIC__2961,2961,5683,3.118193,8.690000,5.570000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0003_2961-961-0018__T2__NBASIC__2961.wav
5683-32865-0003_2961-961-0018__T1__NBASIC__5683,5683,2961,-3.006278,-3.860000,-0.860000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0003_2961-961-0018__T1__NBASIC__5683.wav
5683-32865-0006_908-157963-0020__T1__NBASIC__5683,5683,908,-4.717205,8.180000,12.900000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0006_908-157963-0020__T1__NBASIC__5683.wav
5683-32865-0006_908-157963-0020__T2__NBASIC__908,908,5683,4.795663,13.030000,8.240000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0006_908-157963-0020__T2__NBASIC__908.wav
5683-32865-0007_7176-88083-0011__T1__NBASIC__5683,5683,7176,-0.069571,11.870000,11.930000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0007_7176-88083-0011__T1__NBASIC__5683.wav
5683-32865-0007_7176-88083-0011__T2__NBASIC__7176,7176,5683,-0.045838,11.380000,11.430000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0007_7176-88083-0011__T2__NBASIC__7176.wav
5683-32865-0009_6829-68769-0016__T1__NBASIC__5683,5683,6829,4.881533,8.360000,3.480000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0009_6829-68769-0016__T1__NBASIC__5683.wav
5683-32865-0009_6829-68769-0016__T2__NBASIC__6829,6829,5683,-4.828314,11.550000,16.380000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0009_6829-68769-0016__T2__NBASIC__6829.wav
5683-32865-0011_4970-29095-0035__T2__NBASIC__4970,4970,5683,-2.042010,4.760000,6.800000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0011_4970-29095-0035__T2__NBASIC__4970.wav
5683-32865-0011_4970-29095-0035__T1__NBASIC__5683,5683,4970,1.993308,4.130000,2.140000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0011_4970-29095-0035__T1__NBASIC__5683.wav
5683-32865-0013_3570-5694-0001__T2__NBASIC__3570,3570,5683,-1.505746,15.570000,17.070000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0013_3570-5694-0001__T2__NBASIC__3570.wav
5683-32865-0013_3570-5694-0001__T1__NBASIC__5683,5683,3570,1.484305,16.850000,15.370000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32865-0013_3570-5694-0001__T1__NBASIC__5683.wav
5683-32866-0004_237-134500-0021__T2__NBASIC__237,237,5683,0.708387,7.870000,7.160000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0004_237-134500-0021__T2__NBASIC__237.wav
5683-32866-0004_237-134500-0021__T1__NBASIC__5683,5683,237,-0.592074,6.370000,6.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0004_237-134500-0021__T1__NBASIC__5683.wav
5683-32866-0006_8463-294828-0027__T1__NBASIC__5683,5683,8463,3.859034,15.740000,11.880000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0006_8463-294828-0027__T1__NBASIC__5683.wav
5683-32866-0006_8463-294828-0027__T2__NBASIC__8463,8463,5683,-3.965464,12.260000,16.230000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0006_8463-294828-0027__T2__NBASIC__8463.wav
5683-32866-0009_6829-68769-0020__T1__NBASIC__5683,5683,6829,1.209749,12.920000,11.710000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0009_6829-68769-0020__T1__NBASIC__5683.wav
5683-32866-0009_6829-68769-0020__T2__NBASIC__6829,6829,5683,-1.508814,12.560000,14.060000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0009_6829-68769-0020__T2__NBASIC__6829.wav
5683-32866-0010_7127-75946-0004__T1__NBASIC__5683,5683,7127,5.773066,13.610000,7.840000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0010_7127-75946-0004__T1__NBASIC__5683.wav
5683-32866-0010_7127-75946-0004__T2__NBASIC__7127,7127,5683,-5.820810,4.020000,9.840000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0010_7127-75946-0004__T2__NBASIC__7127.wav
5683-32866-0011_3575-170457-0034__T2__NBASIC__3575,3575,5683,5.089486,11.130000,6.040000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0011_3575-170457-0034__T2__NBASIC__3575.wav
5683-32866-0011_3575-170457-0034__T1__NBASIC__5683,5683,3575,-4.831737,5.130000,9.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0011_3575-170457-0034__T1__NBASIC__5683.wav
5683-32866-0012_121-121726-0001__T2__NBASIC__121,121,5683,-4.335951,11.470000,15.810000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0012_121-121726-0001__T2__NBASIC__121.wav
5683-32866-0012_121-121726-0001__T1__NBASIC__5683,5683,121,4.377407,13.010000,8.640000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0012_121-121726-0001__T1__NBASIC__5683.wav
5683-32866-0013_6829-68771-0005__T1__NBASIC__5683,5683,6829,-4.619100,8.770000,13.390000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0013_6829-68771-0005__T1__NBASIC__5683.wav
5683-32866-0013_6829-68771-0005__T2__NBASIC__6829,6829,5683,4.542179,13.800000,9.260000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0013_6829-68771-0005__T2__NBASIC__6829.wav
5683-32866-0018_8463-294825-0012__T1__NBASIC__5683,5683,8463,1.999348,13.020000,11.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0018_8463-294825-0012__T1__NBASIC__5683.wav
5683-32866-0018_8463-294825-0012__T2__NBASIC__8463,8463,5683,-2.042751,11.920000,13.960000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0018_8463-294825-0012__T2__NBASIC__8463.wav
5683-32866-0020_8463-294828-0032__T1__NBASIC__5683,5683,8463,-3.438031,11.670000,15.110000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0020_8463-294828-0032__T1__NBASIC__5683.wav
5683-32866-0020_8463-294828-0032__T2__NBASIC__8463,8463,5683,3.601245,15.200000,11.600000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0020_8463-294828-0032__T2__NBASIC__8463.wav
5683-32866-0021_8463-294828-0037__T1__NBASIC__5683,5683,8463,2.144083,12.300000,10.150000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0021_8463-294828-0037__T1__NBASIC__5683.wav
5683-32866-0021_8463-294828-0037__T2__NBASIC__8463,8463,5683,-2.133145,8.670000,10.800000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0021_8463-294828-0037__T2__NBASIC__8463.wav
5683-32866-0022_3729-6852-0027__T2__NBASIC__3729,3729,5683,-0.215608,2.070000,2.280000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0022_3729-6852-0027__T2__NBASIC__3729.wav
5683-32866-0022_3729-6852-0027__T1__NBASIC__5683,5683,3729,0.048179,7.060000,7.010000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0022_3729-6852-0027__T1__NBASIC__5683.wav
5683-32866-0025_2830-3980-0063__T2__NBASIC__2830,2830,5683,4.466418,14.780000,10.310000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0025_2830-3980-0063__T2__NBASIC__2830.wav
5683-32866-0025_2830-3980-0063__T1__NBASIC__5683,5683,2830,-4.602693,9.610000,14.210000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0025_2830-3980-0063__T1__NBASIC__5683.wav
5683-32866-0027_5639-40744-0000__T2__NBASIC__5639,5639,5683,-1.103295,10.800000,11.900000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0027_5639-40744-0000__T2__NBASIC__5639.wav
5683-32866-0027_5639-40744-0000__T1__NBASIC__5683,5683,5639,1.179691,13.840000,12.660000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32866-0027_5639-40744-0000__T1__NBASIC__5683.wav
5683-32879-0000_3729-6852-0002__T2__NBASIC__3729,3729,5683,-6.972510,6.820000,13.790000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32879-0000_3729-6852-0002__T2__NBASIC__3729.wav
5683-32879-0000_3729-6852-0002__T1__NBASIC__5683,5683,3729,6.894407,12.500000,5.600000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32879-0000_3729-6852-0002__T1__NBASIC__5683.wav
5683-32879-0002_2830-3980-0067__T2__NBASIC__2830,2830,5683,-2.593954,12.760000,15.350000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32879-0002_2830-3980-0067__T2__NBASIC__2830.wav
5683-32879-0002_2830-3980-0067__T1__NBASIC__5683,5683,2830,2.532510,15.320000,12.780000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32879-0002_2830-3980-0067__T1__NBASIC__5683.wav
5683-32879-0003_5142-33396-0035__T2__NBASIC__5142,5142,5683,-9.060950,4.070000,13.130000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32879-0003_5142-33396-0035__T2__NBASIC__5142.wav
5683-32879-0003_5142-33396-0035__T1__NBASIC__5683,5683,5142,9.020901,14.040000,5.020000,/data/tse_cue_project/diagnostics/normal_basic_content_baseline_20260604/bundles/usef_ft13/est_wavs/5683-32879-0003_5142-33396-0035__T1__NBASIC__5683.wav
