key,target_spk,interferer_spk,speaker_similarity,chunks,ecapa_mismatch_rate,sb_mismatch_rate_enroll,sb_mismatch_rate_targetref,mv_mismatch_rate_enroll,mv_mismatch_rate_targetref,ecapa_true_swap_rate,mv_true_swap_rate_enroll,mv_true_swap_rate_targetref,sb_gap_enroll_mean,sb_gap_targetref_mean
4446-2275-0022_1995-1826-0018__T1__4446-4446-2275-0022__SIM__4992-4992-23283-0014,4446,4992,0.4965977966785431,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008511781692504883,0.002205789089202881
4446-2275-0022_1995-1826-0018__T2__1995-1995-1826-0018__SIM__2094-2094-142345-0048,1995,2094,0.399920254945755,9,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007492436303032769,0.0018482075797186957
3729-6852-0014_3570-5694-0022__T1__3729-3729-6852-0014__SIM__4507-4507-16021-0056,3729,4507,0.5184850692749023,10,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031421184539794924,0.0017911851406097411
3729-6852-0014_3570-5694-0022__T2__3570-3570-5694-0022__SIM__2961-2961-960-0015,3570,2961,0.5091915130615234,7,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,-0.0005674702780587333,0.0007496901920863561
6829-68771-0022_1995-1837-0018__T1__6829-6829-68771-0022__SIM__4970-4970-29093-0015,6829,4970,0.40176182985305786,5,0.6,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0010788440704345703,0.0008804917335510254
6829-68771-0022_1995-1837-0018__T2__1995-1995-1837-0018__SIM__2094-2094-142345-0009,1995,2094,0.399920254945755,24,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009478926658630371,0.0017478317022323608
7127-75946-0008_2300-131720-0002__T1__7127-7127-75946-0008__SIM__8455-8455-210777-0033,7127,8455,0.42511478066444397,7,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0002467291695731027,0.0008354527609688896
7127-75946-0008_2300-131720-0002__T2__2300-2300-131720-0002__SIM__8455-8455-210777-0067,2300,8455,0.32524049282073975,6,0.3333333333333333,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,-0.001015305519104004,-0.0022276838620503745
7176-92135-0023_1320-122617-0011__T1__7176-7176-92135-0023__SIM__61-61-70968-0025,7176,61,0.5299987196922302,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000623030321938651,0.00218374388558524
7176-92135-0023_1320-122617-0011__T2__1320-1320-122617-0011__SIM__5105-5105-28240-0021,1320,5105,0.49767372012138367,18,0.1111111111111111,0.4444444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.00019476148817274306,0.0007373392581939697
1580-141083-0016_2830-3980-0065__T1__1580-1580-141083-0016__SIM__4446-4446-2275-0013,1580,4446,0.42495131492614746,6,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.00017589330673217773,0.0018141865730285645
1580-141083-0016_2830-3980-0065__T2__2830-2830-3980-0065__SIM__1188-1188-133604-0010,2830,1188,0.48153555393218994,11,0.2727272727272727,0.7272727272727273,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,-0.00024252046238292348,-3.898685628717596e-05
1284-1180-0027_8230-279154-0013__T1__1284-1284-1180-0027__SIM__4446-4446-2275-0006,1284,4446,0.4268406331539154,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017365097999572753,0.002300071716308594
1284-1180-0027_8230-279154-0013__T2__8230-8230-279154-0013__SIM__61-61-70970-0021,8230,61,0.5174779295921326,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012358294592963324,0.0016306969854566786
7021-85628-0010_5683-32865-0007__T1__7021-7021-85628-0010__SIM__5105-5105-28240-0007,7021,5105,0.4939168095588684,8,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.00023395568132400513,0.0011971592903137207
7021-85628-0010_5683-32865-0007__T2__5683-5683-32865-0007__SIM__237-237-134500-0002,5683,237,0.47831958532333374,9,0.8888888888888888,1.0,1.0,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.001921991507212321,-0.0023653109868367514
1089-134686-0016_672-122797-0004__T1__1089-1089-134686-0016__SIM__8230-8230-279154-0029,1089,8230,0.4516007602214813,6,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0003045399983723958,0.0013465682665507
1089-134686-0016_672-122797-0004__T2__672-672-122797-0004__SIM__260-260-123286-0011,672,260,0.5427588224411011,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0010589190891810826,0.0015127488545009068
3729-6852-0023_1089-134686-0032__T1__3729-3729-6852-0023__SIM__4507-4507-16021-0003,3729,4507,0.5184850692749023,8,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0007378235459327698,0.0012883469462394714
3729-6852-0023_1089-134686-0032__T2__1089-1089-134686-0032__SIM__8230-8230-279154-0022,1089,8230,0.4516007602214813,7,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.00025022029876708984,0.002187490463256836
4970-29093-0022_8463-287645-0004__T1__4970-4970-29093-0022__SIM__6829-6829-68769-0027,4970,6829,0.40176182985305786,5,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0007549285888671875,0.0007341504096984863
4970-29093-0022_8463-287645-0004__T2__8463-8463-287645-0004__SIM__4992-4992-41797-0019,8463,4992,0.41076433658599854,8,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.75,-0.003619939088821411,-0.003219388425350189
8455-210777-0058_1188-133604-0039__T1__8455-8455-210777-0058__SIM__1320-1320-122617-0032,8455,1320,0.4503328502178192,13,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040605893501868617,0.0011257024911733775
8455-210777-0058_1188-133604-0039__T2__1188-1188-133604-0039__SIM__2830-2830-3980-0037,1188,2830,0.48153555393218994,11,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,-1.5703114596280184e-05,0.0004972978071732955
61-70968-0000_8555-292519-0000__T1__61-61-70968-0000__SIM__7176-7176-88083-0025,61,7176,0.5299987196922302,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014054328203201294,0.0015568658709526062
61-70968-0000_8555-292519-0000__T2__8555-8555-292519-0000__SIM__4970-4970-29095-0027,8555,4970,0.37955009937286377,18,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011700557337866889,0.0011747181415557861
1320-122617-0040_1580-141083-0023__T1__1320-1320-122617-0040__SIM__5105-5105-28241-0008,1320,5105,0.49767372012138367,14,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,6.667631013052804e-05,0.0005252999918801444
1320-122617-0040_1580-141083-0023__T2__1580-1580-141083-0023__SIM__4446-4446-2275-0010,1580,4446,0.42495131492614746,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015893816947937013,0.0024593234062194823
7176-92135-0045_3729-6852-0039__T1__7176-7176-92135-0045__SIM__61-61-70968-0003,7176,61,0.5299987196922302,7,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0003274594034467425,0.0005990522248404366
7176-92135-0045_3729-6852-0039__T2__3729-3729-6852-0039__SIM__4507-4507-16021-0037,3729,4507,0.5184850692749023,9,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,-0.00013081894980536567,0.0003154012891981337
1580-141084-0031_61-70970-0023__T1__1580-1580-141084-0031__SIM__4446-4446-2273-0023,1580,4446,0.42495131492614746,11,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0006615736267783425,0.0009755492210388184
1580-141084-0031_61-70970-0023__T2__61-61-70970-0023__SIM__7176-7176-88083-0010,61,7176,0.5299987196922302,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008331437905629476,0.0014781753222147624
8455-210777-0031_6829-68769-0030__T1__8455-8455-210777-0031__SIM__1320-1320-122617-0010,8455,1320,0.4503328502178192,14,0.21428571428571427,0.2857142857142857,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.00022079263414655413,0.0006513042109353202
8455-210777-0031_6829-68769-0030__T2__6829-6829-68769-0030__SIM__4970-4970-29095-0017,6829,4970,0.40176182985305786,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018610755602518718,0.002078572909037272
1188-133604-0010_61-70970-0014__T1__1188-1188-133604-0010__SIM__2830-2830-3980-0055,1188,2830,0.48153555393218994,11,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0003471320325678045,0.0012665499340404165
1188-133604-0010_61-70970-0014__T2__61-61-70970-0014__SIM__7176-7176-92135-0024,61,7176,0.5299987196922302,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011361956596374512,0.0011598825454711913
4446-2275-0000_8555-284447-0013__T1__4446-4446-2275-0000__SIM__4992-4992-23283-0016,4446,4992,0.4965977966785431,7,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,-0.00012200219290597098,0.0003917898450578962
4446-2275-0000_8555-284447-0013__T2__8555-8555-284447-0013__SIM__4970-4970-29093-0000,8555,4970,0.37955009937286377,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005407500267028809,0.006012332439422607
121-127105-0012_61-70968-0028__T1__121-121-127105-0012__SIM__3729-3729-6852-0040,121,3729,0.35364586114883423,8,0.5,1.0,0.25,0.5,0.25,0.0,0.0,0.0,-0.004100129008293152,0.0003499239683151245
121-127105-0012_61-70968-0028__T2__61-61-70968-0028__SIM__7176-7176-88083-0016,61,7176,0.5299987196922302,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005882978439331055,0.0010784069697062175
8463-287645-0001_61-70968-0056__T1__8463-8463-287645-0001__SIM__4992-4992-23283-0011,8463,4992,0.41076433658599854,6,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,-0.0007927815119425455,8.929769198099773e-05
8463-287645-0001_61-70968-0056__T2__61-61-70968-0056__SIM__7176-7176-88083-0009,61,7176,0.5299987196922302,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0002246399720509847,0.0005997717380523682
7021-79740-0009_61-70970-0018__T1__7021-7021-79740-0009__SIM__5105-5105-28240-0022,7021,5105,0.4939168095588684,6,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,-0.0007747610410054525,-0.0003260672092437744
7021-79740-0009_61-70970-0018__T2__61-61-70970-0018__SIM__7176-7176-88083-0017,61,7176,0.5299987196922302,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002025554577509562,0.0027975142002105713
4970-29095-0029_1995-1826-0002__T1__4970-4970-29095-0029__SIM__6829-6829-68769-0034,4970,6829,0.40176182985305786,6,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,-0.00028884410858154297,0.0002823273340861003
4970-29095-0029_1995-1826-0002__T2__1995-1995-1826-0002__SIM__2094-2094-142345-0054,1995,2094,0.399920254945755,8,1.0,0.875,0.75,0.875,0.75,0.0,0.0,0.0,-0.0006882324814796448,-0.0003719627857208252
237-134493-0013_8463-294825-0015__T1__237-237-134493-0013__SIM__5683-5683-32866-0020,237,5683,0.47831958532333374,6,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.00021554032961527506,0.00042246778806050617
237-134493-0013_8463-294825-0015__T2__8463-8463-294825-0015__SIM__4992-4992-41797-0005,8463,4992,0.41076433658599854,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00045778751373291013,0.0008064627647399903
672-122797-0010_4077-13751-0015__T1__672-672-122797-0010__SIM__260-260-123288-0012,672,260,0.5427588224411011,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001552671194076538,0.0017674267292022705
672-122797-0010_4077-13751-0015__T2__4077-4077-13751-0015__SIM__8455-8455-210777-0022,4077,8455,0.3561401963233948,25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007442998886108399,0.001267869472503662
4077-13751-0014_1320-122612-0009__T1__4077-4077-13751-0014__SIM__8455-8455-210777-0025,4077,8455,0.3561401963233948,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009544889132181803,0.001516560713450114
4077-13751-0014_1320-122612-0009__T2__1320-1320-122612-0009__SIM__5105-5105-28241-0018,1320,5105,0.49767372012138367,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005912184715270996,0.0022684733072916665
672-122797-0013_908-31957-0001__T1__672-672-122797-0013__SIM__260-260-123440-0019,672,260,0.5427588224411011,12,0.25,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0006690472364425659,0.0010432203610738118
672-122797-0013_908-31957-0001__T2__908-908-31957-0001__SIM__7021-7021-85628-0011,908,7021,0.4000934958457947,16,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.00120588019490242,0.0013456717133522034
1995-1836-0007_5683-32865-0010__T1__1995-1995-1836-0007__SIM__2094-2094-142345-0027,1995,2094,0.399920254945755,5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010604262351989746,0.00129244327545166
1995-1836-0007_5683-32865-0010__T2__5683-5683-32865-0010__SIM__237-237-134500-0018,5683,237,0.47831958532333374,11,0.8181818181818182,1.0,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,-0.0019481507214632902,-0.0016386563127691095
5639-40744-0014_237-134493-0002__T1__5639-5639-40744-0014__SIM__3570-3570-5694-0021,5639,3570,0.3402653634548187,14,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002882604088102068,0.0034174706254686627
5639-40744-0014_237-134493-0002__T2__237-237-134493-0002__SIM__5683-5683-32865-0010,237,5683,0.47831958532333374,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014011588963595304,0.0029772520065307617
908-31957-0024_5683-32865-0017__T1__908-908-31957-0024__SIM__7021-7021-79740-0014,908,7021,0.4000934958457947,14,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0007555016449519566,0.0017850739615304129
908-31957-0024_5683-32865-0017__T2__5683-5683-32865-0017__SIM__237-237-134500-0014,5683,237,0.47831958532333374,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003829002380371094,0.0004937563623700823
237-134500-0014_260-123288-0005__T1__237-237-134500-0014__SIM__5683-5683-32879-0011,237,5683,0.47831958532333374,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0015892812183925084,0.0017788239887782506
237-134500-0014_260-123288-0005__T2__260-260-123288-0005__SIM__672-672-122797-0001,260,672,0.5427588224411011,22,0.4090909090909091,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0013224319978193803,0.0011397356336767023
1320-122617-0018_672-122797-0007__T1__1320-1320-122617-0018__SIM__5105-5105-28233-0005,1320,5105,0.49767372012138367,18,0.4444444444444444,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.00023284885618421767,0.000653386116027832
1320-122617-0018_672-122797-0007__T2__672-672-122797-0007__SIM__260-260-123440-0016,672,260,0.5427588224411011,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016255229711532593,0.0016323849558830261
908-31957-0018_5683-32879-0022__T1__908-908-31957-0018__SIM__7021-7021-79740-0009,908,7021,0.4000934958457947,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016072293122609456,0.002694318691889445
908-31957-0018_5683-32879-0022__T2__5683-5683-32879-0022__SIM__237-237-134500-0027,5683,237,0.47831958532333374,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000736236572265625,0.0009276866912841797
2961-960-0016_4992-41806-0004__T1__2961-2961-960-0016__SIM__3570-3570-5696-0010,2961,3570,0.5091915130615234,14,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012902404580797469,0.0018741871629442488
2961-960-0016_4992-41806-0004__T2__4992-4992-41806-0004__SIM__4446-4446-2275-0023,4992,4446,0.4965977966785431,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025172034899393716,0.0048421820004781084
1995-1837-0016_1320-122617-0006__T1__1995-1995-1837-0016__SIM__2094-2094-142345-0056,1995,2094,0.399920254945755,6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009612639745076498,0.001994142929712931
1995-1837-0016_1320-122617-0006__T2__1320-1320-122617-0006__SIM__5105-5105-28240-0006,1320,5105,0.49767372012138367,10,0.4,0.8,0.1,0.3,0.1,0.0,0.0,0.0,-0.00035030841827392577,0.00042293667793273925
1580-141083-0020_237-126133-0009__T1__1580-1580-141083-0020__SIM__4446-4446-2275-0026,1580,4446,0.42495131492614746,9,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0004367364777459039,0.0013664762179056804
1580-141083-0020_237-126133-0009__T2__237-237-126133-0009__SIM__5683-5683-32879-0023,237,5683,0.47831958532333374,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006327033042907715,0.00240213672320048
8224-274384-0013_1995-1826-0000__T1__8224-8224-274384-0013__SIM__672-672-122797-0060,8224,672,0.2869231104850769,5,0.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,-0.0004561305046081543,0.001937568187713623
8224-274384-0013_1995-1826-0000__T2__1995-1995-1826-0000__SIM__2094-2094-142345-0036,1995,2094,0.399920254945755,12,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007389634847640991,0.0014281521240870159
7176-92135-0035_61-70968-0013__T1__7176-7176-92135-0035__SIM__61-61-70970-0001,7176,61,0.5299987196922302,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006805896759033203,0.0022081732749938965
7176-92135-0035_61-70968-0013__T2__61-61-70968-0013__SIM__7176-7176-88083-0014,61,7176,0.5299987196922302,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00157329865864345,0.0013883113861083984
1221-135766-0008_7127-75946-0003__T1__1221-1221-135766-0008__SIM__4992-4992-41797-0007,1221,4992,0.4118971824645996,12,0.5,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0006713171799977621,0.0011296669642130535
1221-135766-0008_7127-75946-0003__T2__7127-7127-75946-0003__SIM__8455-8455-210777-0055,7127,8455,0.42511478066444397,8,0.125,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0005297139286994934,0.0008716806769371033
1284-1181-0015_8555-284447-0007__T1__1284-1284-1181-0015__SIM__4446-4446-2273-0034,1284,4446,0.4268406331539154,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.000491251548131307,0.0021687249342600503
1284-1181-0015_8555-284447-0007__T2__8555-8555-284447-0007__SIM__4970-4970-29093-0010,8555,4970,0.37955009937286377,11,0.5454545454545454,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.001652603799646551,0.0024743134325200863
1995-1837-0013_7176-92135-0009__T1__1995-1995-1837-0013__SIM__2094-2094-142345-0006,1995,2094,0.399920254945755,5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008116602897644043,0.001977837085723877
1995-1837-0013_7176-92135-0009__T2__7176-7176-92135-0009__SIM__61-61-70968-0017,7176,61,0.5299987196922302,7,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0006127357482910156,0.0013003179005214147
61-70968-0015_1580-141084-0010__T1__61-61-70968-0015__SIM__7176-7176-92135-0028,61,7176,0.5299987196922302,5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,-0.00026574134826660154,0.000507962703704834
61-70968-0015_1580-141084-0010__T2__1580-1580-141084-0010__SIM__4446-4446-2271-0016,1580,4446,0.42495131492614746,7,0.14285714285714285,1.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,-0.0014023525374276297,0.0001942430223737444
1284-134647-0004_8230-279154-0021__T1__1284-1284-134647-0004__SIM__4446-4446-2271-0011,1284,4446,0.4268406331539154,6,0.6666666666666666,1.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,-0.0009147028128306071,0.00044736266136169434
1284-134647-0004_8230-279154-0021__T2__8230-8230-279154-0021__SIM__61-61-70970-0000,8230,61,0.5174779295921326,11,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0002448016946965998,0.00035455552014437586
6829-68769-0003_8463-294825-0006__T1__6829-6829-68769-0003__SIM__4970-4970-29095-0036,6829,4970,0.40176182985305786,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014866505350385392,0.001583874225616455
6829-68769-0003_8463-294825-0006__T2__8463-8463-294825-0006__SIM__4992-4992-23283-0004,8463,4992,0.41076433658599854,15,0.06666666666666667,0.5333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,-3.2901763916015625e-05,0.00048131545384724934
1221-135767-0014_1089-134691-0023__T1__1221-1221-135767-0014__SIM__4992-4992-23283-0007,1221,4992,0.4118971824645996,7,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.00030424765178135464,0.0010334338460649764
1221-135767-0014_1089-134691-0023__T2__1089-1089-134691-0023__SIM__8230-8230-279154-0041,1089,8230,0.4516007602214813,14,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.00026297143527439663,0.0010211467742919922
3570-5694-0001_1089-134691-0022__T1__3570-3570-5694-0001__SIM__2961-2961-960-0022,3570,2961,0.5091915130615234,10,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-9.667873382568359e-06,0.0015887737274169922
3570-5694-0001_1089-134691-0022__T2__1089-1089-134691-0022__SIM__8230-8230-279154-0001,1089,8230,0.4516007602214813,10,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.00045900344848632814,0.0019440948963165283
7176-92135-0043_1284-1181-0010__T1__7176-7176-92135-0043__SIM__61-61-70968-0030,7176,61,0.5299987196922302,10,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016116321086883545,0.0024644315242767336
7176-92135-0043_1284-1181-0010__T2__1284-1284-1181-0010__SIM__4446-4446-2275-0023,1284,4446,0.4268406331539154,6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013034939765930176,0.0012887219587961833
672-122797-0036_7176-92135-0020__T1__672-672-122797-0036__SIM__260-260-123286-0007,672,260,0.5427588224411011,8,0.375,0.625,0.625,0.25,0.375,0.375,0.25,0.375,-9.812414646148682e-05,-0.00020601600408554077
672-122797-0036_7176-92135-0020__T2__7176-7176-92135-0020__SIM__61-61-70968-0014,7176,61,0.5299987196922302,13,0.38461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0005314946174621582,0.001209093974186824
61-70970-0013_4507-16021-0035__T1__61-61-70970-0013__SIM__7176-7176-88083-0026,61,7176,0.5299987196922302,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002241100583757673,0.002214993749346052
61-70970-0013_4507-16021-0035__T2__4507-4507-16021-0035__SIM__3729-3729-6852-0000,4507,3729,0.5184850692749023,14,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001456005232674735,0.002077677420207432
121-127105-0002_7729-102255-0007__T1__121-121-127105-0002__SIM__3729-3729-6852-0038,121,3729,0.35364586114883423,10,0.3,1.0,0.9,0.3,0.3,0.0,0.0,0.0,-0.003876298666000366,-0.0010175883769989013
121-127105-0002_7729-102255-0007__T2__7729-7729-102255-0007__SIM__7176-7176-92135-0007,7729,7176,0.3512346148490906,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017801046371459961,0.002676844596862793
7127-75946-0022_8230-279154-0017__T1__7127-7127-75946-0022__SIM__8455-8455-210777-0055,7127,8455,0.42511478066444397,18,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0002537965774536133,0.0002950661712222629
7127-75946-0022_8230-279154-0017__T2__8230-8230-279154-0017__SIM__61-61-70968-0013,8230,61,0.5174779295921326,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014889495713370188,0.0021641509873526438
7176-92135-0044_61-70970-0039__T1__7176-7176-92135-0044__SIM__61-61-70968-0027,7176,61,0.5299987196922302,9,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011064476437038845,0.0010811818970574273
7176-92135-0044_61-70970-0039__T2__61-61-70970-0039__SIM__7176-7176-92135-0007,61,7176,0.5299987196922302,5,0.2,1.0,1.0,0.2,0.2,0.2,0.2,0.2,-0.0011425256729125977,-0.0013472676277160645
2300-131720-0014_2094-142345-0035__T1__2300-2300-131720-0014__SIM__8455-8455-210777-0069,2300,8455,0.32524049282073975,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005987087885538737,0.0003638764222462972
2300-131720-0014_2094-142345-0035__T2__2094-2094-142345-0035__SIM__1995-1995-1826-0022,2094,1995,0.399920254945755,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016738871733347576,0.002944012482961019
7127-75947-0007_237-134500-0027__T1__7127-7127-75947-0007__SIM__8455-8455-210777-0030,7127,8455,0.42511478066444397,9,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,-0.00036978059344821505,0.0005284282896253797
7127-75947-0007_237-134500-0027__T2__237-237-134500-0027__SIM__5683-5683-32866-0018,237,5683,0.47831958532333374,5,0.8,1.0,1.0,0.8,0.8,0.8,0.8,0.8,-0.0007475852966308594,-0.0015189409255981444
2094-142345-0021_1995-1826-0019__T1__2094-2094-142345-0021__SIM__1995-1995-1836-0005,2094,1995,0.399920254945755,9,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016970700687832302,0.002005722787645128
2094-142345-0021_1995-1826-0019__T2__1995-1995-1826-0019__SIM__2094-2094-142345-0003,1995,2094,0.399920254945755,9,0.6666666666666666,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0005792313151889377,0.0010653866661919488
7021-85628-0016_5683-32865-0005__T1__7021-7021-85628-0016__SIM__5105-5105-28241-0012,7021,5105,0.4939168095588684,7,0.8571428571428571,1.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,-0.0013899377414158412,0.0006440367017473493
7021-85628-0016_5683-32865-0005__T2__5683-5683-32865-0005__SIM__237-237-134500-0006,5683,237,0.47831958532333374,7,0.5714285714285714,1.0,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,-0.0009411828858511788,-0.00027049439293997627
