case_category,case_rank,key,chunk_idx,start_sec,end_sec,sb_sim_target_enroll,sb_sim_target_ref,sb_sim_interferer,sb_gap_enroll_vs_interferer,sb_gap_targetref_vs_interferer,sb_mismatch_enroll,sb_mismatch_targetref,ecapa_speaker_mismatch_rate,ecapa_speaker_gap_mean,sisnr_i
local_identity_ambiguity,2,4077-13751-0006_8555-292519-0011__T2__8555-8555-292519-0011__SIM__4970-4970-29095-0003,4,2.0,3.0,0.994400362153924,0.9956063429075449,0.9932060043058019,0.0011943578481221628,0.002400338601743046,False,False,1.0,-0.05789076718262178,22.011688628228303
local_identity_ambiguity,3,5683-32865-0015_5639-40744-0015__T1__5683-5683-32865-0015__SIM__237-237-134500-0027,0,0.0,1.0,0.992217163268755,0.9947262204260525,0.9937510887713712,-0.001533925502616218,0.0009751316546813271,True,False,1.0,-0.08419016657909056,20.300114619809307
local_identity_ambiguity,3,5683-32865-0015_5639-40744-0015__T1__5683-5683-32865-0015__SIM__237-237-134500-0027,1,0.5,1.5,0.9932884371278377,0.9951600823640709,0.9930590784456582,0.0002293586821794369,0.002101003918412725,False,False,1.0,-0.08419016657909056,20.300114619809307
local_identity_ambiguity,3,5683-32865-0015_5639-40744-0015__T1__5683-5683-32865-0015__SIM__237-237-134500-0027,2,1.0,2.0,0.994039038804522,0.9953563011509273,0.9929919044260507,0.0010471343784713705,0.0023643967248766495,False,False,1.0,-0.08419016657909056,20.300114619809307
local_identity_ambiguity,3,5683-32865-0015_5639-40744-0015__T1__5683-5683-32865-0015__SIM__237-237-134500-0027,3,1.5,2.5,0.9937574664682346,0.9956285155743975,0.9935250083582597,0.0002324581099748535,0.0021035072161377233,False,False,1.0,-0.08419016657909056,20.300114619809307
local_identity_ambiguity,3,5683-32865-0015_5639-40744-0015__T1__5683-5683-32865-0015__SIM__237-237-134500-0027,4,2.0,3.0,0.9939998189490443,0.9958661593025288,0.9940645495919758,-6.473064293144315e-05,0.0018016097105529871,True,False,1.0,-0.08419016657909056,20.300114619809307
local_identity_ambiguity,4,2094-142345-0058_6930-76324-0008__T1__2094-2094-142345-0058__SIM__1995-1995-1837-0020,0,0.0,1.0,0.9932760989658804,0.99448929162522,0.9908981715683893,0.0023779273974910975,0.00359112005683071,False,False,1.0,-0.02493985333600334,21.679655972426
local_identity_ambiguity,4,2094-142345-0058_6930-76324-0008__T1__2094-2094-142345-0058__SIM__1995-1995-1837-0020,1,0.5,1.5,0.9939729968594317,0.9952354825311825,0.9913117687327248,0.0026612281267069937,0.003923713798457795,False,False,1.0,-0.02493985333600334,21.679655972426
local_identity_ambiguity,4,2094-142345-0058_6930-76324-0008__T1__2094-2094-142345-0058__SIM__1995-1995-1837-0020,2,1.0,2.0,0.9946346080834044,0.9956410322904783,0.9914124404638788,0.003222167619525651,0.004228591826599515,False,False,1.0,-0.02493985333600334,21.679655972426
local_identity_ambiguity,4,2094-142345-0058_6930-76324-0008__T1__2094-2094-142345-0058__SIM__1995-1995-1837-0020,3,1.5,2.5,0.9948982394376871,0.9957269225921207,0.9918908273617925,0.003007412075894611,0.0038360952303282403,False,False,1.0,-0.02493985333600334,21.679655972426
local_identity_ambiguity,4,2094-142345-0058_6930-76324-0008__T1__2094-2094-142345-0058__SIM__1995-1995-1837-0020,4,2.0,3.0,0.9941717779983933,0.9951346907828775,0.9908506070599747,0.0033211709384185495,0.004284083722902787,False,False,1.0,-0.02493985333600334,21.679655972426
