key,target_spk,interferer_spk,content_similarity,sisnr_i,num_chunks,content_mismatch_rate,waveform_interferer_rate,joint_content_waveform_rate,mean_content_gap,min_content_gap,mean_local_si_sdr_gap,content_segment_count,content_max_duration,content_mean_duration,content_first_position
5142-33396-0010_6930-76324-0017__T1__SCV3FIX__VOICE-5142_CONTENT-6930-6930-76324-0017,5142,6930,,-11.4,5,1.0,1.0,1.0,-0.15648535250199022,-0.2175390080813182,-26.371566134071838,1,2.5,2.5,0.0
5683-32866-0022_3729-6852-0027__T2__SCV3FIX__VOICE-3729_CONTENT-5683-5683-32866-0022,3729,5683,,-7.62,5,1.0,1.0,1.0,-0.10888509760763396,-0.23157548441267983,-14.887928109837645,1,2.5,2.5,0.0
4970-29095-0035_2300-131720-0036__T1__SCV3FIX__VOICE-4970_CONTENT-2300-2300-131720-0036,4970,2300,,14.53,8,0.0,0.0,0.0,0.2586037204076184,0.1554780805920506,41.83300339036642,0,0.0,0.0,-1.0
5105-28241-0019_2830-3980-0013__T2__SCV3FIX__VOICE-2830_CONTENT-5105-5105-28241-0019,2830,5105,,9.42,7,0.0,0.0,0.0,0.25274393576954884,0.06946571361547271,36.84477742745479,0,0.0,0.0,-1.0
1188-133604-0031_5142-33396-0054__T2__SCV3FIX__VOICE-5142_CONTENT-1188-1188-133604-0031,5142,1188,,-23.84,7,1.0,1.0,1.0,-0.16537057937150634,-0.2457437611169887,-35.918750997730534,1,3.5,3.5,0.0
1995-1826-0022_5683-32879-0014__T2__SCV3FIX__VOICE-5683_CONTENT-1995-1995-1826-0022,5683,1995,,-16.63,8,1.0,1.0,1.0,-0.20080143026419212,-0.31467209294993326,-34.727762727445565,1,4.0,4.0,0.0
6930-75918-0000_5105-28241-0000__T2__SCV3FIX__VOICE-5105_CONTENT-6930-6930-75918-0000,5105,6930,,8.04,6,0.0,0.0,0.0,0.19866448829570796,0.0974241475647617,27.82625247632914,0,0.0,0.0,-1.0
7021-79730-0007_908-157963-0028__T1__SCV3FIX__VOICE-7021_CONTENT-908-908-157963-0028,7021,908,,6.14,8,0.25,0.125,0.125,0.06110620955722067,-0.13614451612934353,13.803733031159611,0,0.0,0.0,-1.0
4992-41797-0015_4446-2271-0013__T2__SCV3FIX__VOICE-4446_CONTENT-4992-4992-41797-0015,4446,4992,,2.73,7,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.009548564186475619,-0.14968084989639763,12.818430086231627,1,1.0,1.0,2.5
6829-68769-0026_61-70970-0028__T1__SCV3FIX__VOICE-6829_CONTENT-61-61-70970-0028,6829,61,,-15.41,8,1.0,1.0,1.0,-0.23189007974822876,-0.4725060334069306,-26.21639420528227,1,4.0,4.0,0.0
4507-16021-0058_7729-102255-0029__T2__SCV3FIX__VOICE-7729_CONTENT-4507-4507-16021-0058,7729,4507,,13.54,5,0.0,0.0,0.0,0.220642271172796,0.022375404387239284,36.39469442645902,0,0.0,0.0,-1.0
4446-2273-0025_1284-1181-0010__T2__SCV3FIX__VOICE-1284_CONTENT-4446-4446-2273-0025,1284,4446,,8.64,8,0.0,0.0,0.0,0.1771808457528713,0.07000250118828533,35.512206076006926,0,0.0,0.0,-1.0
260-123288-0005_5683-32879-0014__T1__SCV3FIX__VOICE-260_CONTENT-5683-5683-32879-0014,260,5683,,13.09,15,0.0,0.0,0.0,0.223223091672546,0.08009743530295854,45.03160346903643,0,0.0,0.0,-1.0
7127-75947-0032_1188-133604-0010__T2__SCV3FIX__VOICE-1188_CONTENT-7127-7127-75947-0032,1188,7127,,12.63,7,0.0,0.0,0.0,0.2767284311989232,0.21563976136326568,46.727116954720614,0,0.0,0.0,-1.0
672-122797-0045_2094-142345-0023__T1__SCV3FIX__VOICE-672_CONTENT-2094-2094-142345-0023,672,2094,,-20.85,9,1.0,1.0,1.0,-0.2320389873034989,-0.356628193674304,-30.693691635556647,1,4.5,4.5,0.0
4077-13751-0020_4507-16021-0043__T2__SCV3FIX__VOICE-4507_CONTENT-4077-4077-13751-0020,4507,4077,,-18.29,6,1.0,1.0,1.0,-0.2144625734561693,-0.3331844831551276,-33.733022400468236,1,3.0,3.0,0.0
